ID,Lot Frontage,Lot Area,Year Built,1st Flr SF,Gr Liv Area,Garage Area,Neighborhood,Lot Config,Lot Shape,Overall Qual,Overall Cond,Year Remod/Add,2nd Flr SF,TotRms AbvGrd,SalePrice,SalePrice_BoxCox,SalePrice_BoxCox_Normalized,Total Bsmt SF
1599,,17979,1968,1160,1160,257.0,Mitchel,Corner,IR1,5,6,1968,0,6,152500,12.496288830675683,1894584.0480649022,1113.0
1600,21.0,1477,1970,546,1092,0.0,MeadowV,Inside,Reg,6,9,2007,546,6,98000,12.01266912876454,1821261.6253051527,546.0
1601,21.0,1890,1972,630,630,0.0,MeadowV,Inside,Reg,4,7,1972,0,3,81000,11.804807460449814,1789747.3568427819,630.0
1602,100.0,21750,1954,988,988,520.0,Mitchel,Inside,Reg,5,5,1954,0,4,113000,12.168252188171804,1844849.8430949429,988.0
1603,59.0,6490,1983,816,816,264.0,Mitchel,Inside,Reg,5,7,1983,0,4,128500,12.308818749587362,1866161.3835496993,816.0
1604,37.0,6951,1984,923,923,264.0,Mitchel,CulDSac,IR1,5,5,1985,0,5,119500,12.229396082146843,1854119.9750302222,876.0
1605,60.0,6600,1982,816,816,264.0,Mitchel,Inside,Reg,5,9,2008,0,5,130500,12.325717239759182,1868723.3929870382,816.0
1606,60.0,6600,1982,816,816,816.0,Mitchel,Inside,Reg,5,8,2003,0,4,138000,12.386875820684718,1877995.7516363848,816.0
1607,60.0,6600,1982,845,845,264.0,Mitchel,Inside,Reg,5,6,2005,0,6,134500,12.358756620181715,1873732.5508221872,845.0
1608,75.0,12508,1940,983,1750,423.0,Mitchel,Inside,IR1,6,7,1985,767,7,160000,12.548893732768592,1902559.5686138994,983.0
1609,74.0,12395,1984,889,889,484.0,Mitchel,Corner,Reg,5,6,1984,0,6,137500,12.382902413782949,1877393.3365166162,864.0
1610,,11075,1969,1168,1968,530.0,Mitchel,Inside,IR1,5,4,1969,800,7,172000,12.62817374429113,1914579.3488219439,784.0
1611,,56600,1900,1150,1836,288.0,IDOTRR,Inside,IR1,5,1,1950,686,7,103000,12.067010427163552,1829500.4039131775,686.0
1612,85.0,10667,1971,1587,1587,525.0,NAmes,Inside,Reg,6,6,1971,0,7,167300,12.597796586305437,1909973.8151531057,1587.0
1613,85.0,10628,1970,1277,1277,526.0,NAmes,Inside,Reg,7,5,1970,0,5,167000,12.59582896558543,1909675.5007591834,1277.0
1614,95.0,13651,1973,2223,2223,516.0,NAmes,Inside,IR1,7,6,1973,0,8,244000,13.01211514201272,1972789.3708029857,2223.0
1615,95.0,15865,1970,2217,2217,621.0,NAmes,Inside,IR1,8,6,1970,0,8,268000,13.11530276738858,1988433.8258603052,2217.0
1616,,12394,2003,847,1733,433.0,Gilbert,Corner,IR1,7,5,2003,886,7,225000,12.923011354703972,1959280.1908900742,847.0
1617,,10364,1995,806,1572,373.0,Gilbert,Inside,IR1,6,5,1996,766,7,168000,12.602374118632742,1910667.8227776357,806.0
1618,,13869,1997,794,1470,388.0,Gilbert,Corner,IR2,6,6,1997,676,6,177000,12.65959859404829,1919343.7248594624,794.0
1619,57.0,8773,1997,916,1600,460.0,Gilbert,Inside,IR1,6,5,1997,684,7,169000,12.608880723867598,1911654.3004953044,916.0
1620,56.0,8872,1997,754,1384,390.0,Gilbert,Inside,IR1,6,5,1997,630,7,161500,12.559120542609497,1904110.07301162,384.0
1621,41.0,5330,2000,1652,1652,499.0,StoneBr,Inside,Reg,8,5,2000,0,6,251000,13.043216614553621,1977504.7190592347,1494.0
1622,,10147,1994,924,1694,398.0,Gilbert,CulDSac,IR1,6,5,1994,770,7,160000,12.548893732768592,1902559.5686138994,392.0
1623,,8637,1999,947,1714,451.0,Gilbert,Inside,IR1,6,5,2000,767,7,180000,12.678033360559553,1922138.651820201,923.0
1624,63.0,7875,1996,691,1553,420.0,Gilbert,Inside,Reg,7,5,1996,862,6,178750,12.670389538454236,1920979.7586781483,691.0
1625,63.0,7875,1995,1253,1253,402.0,Gilbert,Inside,Reg,7,5,1996,0,6,176000,12.653384704452451,1918401.626268092,1237.0
1626,60.0,7500,1999,957,2299,482.0,Gilbert,Inside,Reg,6,5,2003,1342,7,204000,12.815392170273952,1942963.8594696298,938.0
1627,,9556,1992,1187,1187,420.0,Gilbert,Corner,IR1,7,5,1993,0,6,160000,12.548893732768592,1902559.5686138994,1168.0
1628,,10784,1991,802,1472,402.0,Gilbert,FR2,IR1,7,5,1992,670,7,160000,12.548893732768592,1902559.5686138994,384.0
1629,,9125,1992,812,1482,392.0,Gilbert,Inside,IR1,7,5,1992,670,7,163900,12.57528898900709,1906561.3992447054,384.0
1630,,7655,1993,910,1642,392.0,Gilbert,CulDSac,IR1,6,5,1994,732,7,168000,12.602374118632742,1910667.8227776357,903.0
1631,160.0,18160,1964,1128,1128,480.0,Gilbert,Inside,Reg,6,6,1964,0,6,154204,12.508462596396972,1896429.7338243248,1302.0
1632,,3696,1986,1088,1088,461.0,StoneBr,Inside,Reg,8,5,1986,0,5,170000,12.6153492344072,1912635.0026100783,1074.0
1633,,5062,1984,1190,2090,577.0,StoneBr,CulDSac,IR1,7,5,1984,900,6,207500,12.834071217207981,1945795.8222094325,1190.0
1634,38.0,4740,1988,1179,1179,480.0,StoneBr,Inside,IR1,8,5,1988,0,5,182000,12.69015458418462,1923976.3715811854,1166.0
1635,35.0,5118,1990,1321,1321,484.0,StoneBr,Inside,IR1,8,5,1990,0,4,212000,12.857632942807339,1949368.056339924,1312.0
1636,86.0,14157,2005,1922,1922,676.0,StoneBr,Corner,IR1,9,5,2006,0,8,377426,13.492510065012267,2045622.8792324734,1922.0
1637,98.0,12328,2005,1164,2541,729.0,StoneBr,Inside,IR1,8,5,2005,1377,10,349265,13.406994048910406,2032657.6475420084,1149.0
1638,52.0,51974,2006,2338,2338,1110.0,StoneBr,CulDSac,IR1,9,5,2007,0,8,591587,13.989151244329761,2120919.5107921804,2660.0
1639,195.0,41600,1969,1424,1424,828.0,Gilbert,FR2,IR1,5,5,1990,0,7,155000,12.514103728048559,1897284.9955892342,1100.0
1640,61.0,8035,2006,1612,1612,556.0,StoneBr,Inside,IR1,9,5,2006,0,6,319900,13.310203504334957,2017983.0650126748,1612.0
1641,60.0,8089,2007,1419,1419,567.0,StoneBr,Inside,Reg,8,6,2007,0,7,392000,13.534311104525559,2051960.4074160382,1419.0
1642,85.0,14082,2006,2234,2234,724.0,StoneBr,Inside,IR1,8,5,2006,0,7,441929,13.66666254291087,2072026.4388035117,2220.0
1643,81.0,13870,2006,2042,2042,724.0,StoneBr,Inside,IR1,10,5,2007,0,8,455000,13.6988594387013,2076907.8660807079,1742.0
1644,,12546,1981,1440,1440,467.0,NWAmes,Corner,IR1,6,7,1981,0,7,182900,12.695566071890779,1924796.816628774,1440.0
1645,,10960,1984,1284,1284,480.0,NWAmes,Inside,IR1,6,5,1984,0,5,174000,12.640851117463459,1916501.3873814833,1284.0
1646,78.0,12090,1984,1140,1868,477.0,NWAmes,Inside,Reg,6,7,2003,728,7,178000,12.6657777424887,1920280.5562839336,585.0
1647,78.0,12090,1981,725,1479,484.0,NWAmes,Inside,Reg,7,7,2003,754,6,176000,12.653384704452451,1918401.626268092,725.0
1648,93.0,12299,1978,1664,1664,663.0,NWAmes,Inside,Reg,7,6,1985,0,7,213000,12.8628014506792,1950151.6627929301,1529.0
1649,61.0,11339,1979,1085,1930,481.0,NWAmes,Inside,IR1,7,5,1979,845,9,192000,12.74884398503478,1932874.3735518348,780.0
1650,92.0,11952,1977,1161,1969,534.0,NWAmes,Inside,Reg,7,6,1977,808,8,190000,12.737352669386858,1931132.155233036,808.0
1651,,12046,1976,1118,2030,551.0,NWAmes,Inside,IR1,6,6,1976,912,8,195000,12.765860133244088,1935454.2213285416,848.0
1652,,10395,1978,1032,1032,564.0,NWAmes,FR2,IR1,6,6,1978,0,6,148000,12.463479100182681,1889609.7078543305,1032.0
1653,79.0,11850,1984,1177,1177,495.0,NWAmes,FR2,Reg,6,6,1984,0,6,151500,12.489081591437717,1893491.3460094484,1153.0
1654,80.0,11584,1979,1040,1725,550.0,NWAmes,Inside,Reg,7,6,1979,685,6,197000,12.777060510239725,1937152.329933085,539.0
1655,80.0,10400,1979,1353,1353,478.0,NWAmes,Inside,Reg,6,5,1999,0,5,192350,12.75084274589561,1933177.409156577,1259.0
1656,80.0,10793,1969,780,1620,462.0,NWAmes,Inside,Reg,5,5,1969,840,7,152000,12.492691092766162,1894038.588773361,780.0
1657,128.0,13001,1971,1220,1220,944.0,NWAmes,Inside,IR1,6,5,1971,0,6,170000,12.6153492344072,1912635.0026100783,1625.0
1658,70.0,12243,1971,1484,1484,487.0,NWAmes,Inside,IR1,5,6,1971,0,7,175000,12.647135679309187,1917454.2007153702,1484.0
1659,90.0,11700,1968,1041,1743,539.0,NWAmes,Inside,Reg,6,6,1968,702,7,175000,12.647135679309187,1917454.2007153702,702.0
1660,,12384,1976,1142,1935,550.0,NWAmes,CulDSac,Reg,7,7,1976,793,7,197900,12.78206391428745,1937910.9047086278,793.0
1661,64.0,8991,1976,1324,1324,585.0,NWAmes,CulDSac,IR1,7,6,1976,0,5,174000,12.640851117463459,1916501.3873814833,1228.0
1662,80.0,8000,1974,1084,1877,488.0,NWAmes,Inside,Reg,6,6,1974,793,8,178900,12.671309593031793,1921119.2497502277,1084.0
1663,70.0,10500,1971,576,1109,288.0,NAmes,FR2,Reg,5,7,2005,533,5,139000,12.394779954635862,1879194.111109384,372.0
1664,,10530,1971,981,981,576.0,NAmes,Corner,IR1,6,5,1971,0,5,143250,12.427754738489774,1884193.4753466013,981.0
1665,,7472,1972,725,1479,484.0,NAmes,CulDSac,IR1,7,9,2004,754,7,184000,12.702144339930765,1925794.1592687643,725.0
1666,63.0,9457,1970,1422,1422,576.0,NAmes,Inside,Reg,5,6,1990,0,7,155000,12.514103728048559,1897284.9955892342,925.0
1667,66.0,7920,1970,914,914,368.0,NAmes,Inside,Reg,5,5,2002,0,5,133000,12.346482558172092,1871871.658968338,914.0
1668,61.0,9758,1971,950,950,280.0,NAmes,Inside,IR1,5,5,1971,0,5,119500,12.229396082146843,1854119.9750302222,950.0
1669,70.0,8294,1971,872,872,480.0,NAmes,Inside,Reg,4,5,1971,0,5,123000,12.260966237668473,1858906.3811269975,858.0
1670,,7340,1971,858,858,684.0,NAmes,Inside,IR1,4,6,1971,0,4,110000,12.138844925637665,1840391.3569596305,858.0
1671,,17199,1961,914,914,270.0,NAmes,FR2,Reg,4,7,1961,0,4,128000,12.304553346131259,1865514.6983253085,914.0
1672,60.0,9000,1971,864,864,528.0,NAmes,FR2,Reg,4,6,1971,0,5,120500,12.238508789975587,1855501.5684873622,864.0
1673,34.0,4058,1998,767,767,367.0,NAmes,Inside,Reg,7,5,1998,0,4,133000,12.346482558172092,1871871.658968338,723.0
1674,33.0,4113,2001,1337,1337,511.0,NAmes,Inside,IR1,6,5,2001,0,5,155000,12.514103728048559,1897284.9955892342,1337.0
1675,26.0,10943,1997,1337,1337,522.0,NAmes,FR2,IR2,6,5,1998,0,5,177000,12.65959859404829,1919343.7248594624,1405.0
1676,21.0,2205,1973,525,1092,264.0,BrDale,Inside,Reg,6,6,1973,567,6,113500,12.173077956853954,1845581.4862642675,525.0
1677,21.0,1890,1973,672,1218,264.0,BrDale,Inside,Reg,6,5,1973,546,7,113000,12.168252188171804,1844849.8430949429,672.0
1678,21.0,2058,1973,672,1218,264.0,BrDale,Inside,Reg,6,5,1973,546,7,113700,12.175002359870202,1845873.2483470757,672.0
1679,24.0,2016,1970,630,1302,440.0,BrDale,Inside,Reg,5,5,1970,672,6,106000,12.098372265583615,1834255.2266924663,630.0
1680,24.0,1920,1971,765,1365,440.0,BrDale,Inside,Reg,5,5,1971,600,6,122500,12.256511208769652,1858230.946459972,765.0
1681,,4928,1976,958,958,440.0,NPkVill,Inside,IR1,6,5,1976,0,5,128000,12.304553346131259,1865514.6983253085,1078.0
1682,24.0,2308,1976,804,1548,440.0,NPkVill,Corner,Reg,6,6,1976,744,7,155000,12.514103728048559,1897284.9955892342,804.0
1683,24.0,2304,1978,1055,1055,319.0,NPkVill,Inside,Reg,7,7,1978,0,4,142500,12.422006808738782,1883322.0217363995,1061.0
1684,65.0,7150,1966,988,988,360.0,NAmes,Inside,Reg,5,6,1966,0,5,129250,12.315186072542735,1867126.744439126,988.0
1685,96.0,12469,2006,1816,1816,730.0,NridgHt,FR2,Reg,9,5,2007,0,7,356000,13.428052822757214,2035850.404811194,1790.0
1686,90.0,11694,2007,1828,1828,774.0,NridgHt,Inside,Reg,9,5,2007,0,9,314813,13.292544005036666,2015305.67766026,1822.0
1687,93.0,12030,2007,1694,1694,818.0,NridgHt,Inside,Reg,8,5,2007,0,7,318000,13.303640484073988,2016988.03411494,1694.0
1688,91.0,11825,2006,1694,1694,856.0,NridgHt,Inside,Reg,8,5,2007,0,7,322400,13.31878036888702,2019283.4183402047,1694.0
1689,93.0,12085,2007,1734,1734,928.0,NridgHt,Inside,Reg,8,5,2007,0,7,318000,13.303640484073988,2016988.03411494,1734.0
1690,110.0,14333,2007,2122,2122,938.0,NridgHt,Corner,Reg,8,5,2007,0,7,345474,13.394962509277919,2030833.5249268692,2108.0
1691,107.0,14450,2006,2121,2121,732.0,NridgHt,Inside,Reg,9,5,2007,0,8,415298,13.59803280109286,2061621.3644784044,2121.0
1692,107.0,13641,2007,1943,2656,1040.0,NridgHt,Inside,Reg,9,5,2007,713,8,492000,13.785253431881289,2090006.2094004946,1934.0
1693,110.0,13440,2006,1148,2550,670.0,NridgHt,Inside,Reg,8,5,2007,1402,11,338931,13.373885357931314,2027637.9814130317,1108.0
1694,105.0,15431,2005,2046,2046,878.0,NridgHt,Inside,Reg,10,5,2006,0,7,450000,13.686653016395201,2075057.2291997522,1994.0
1695,109.0,14154,2006,1071,2172,947.0,NridgHt,Corner,Reg,7,5,2006,1101,9,280000,13.163504927241059,1995741.8390133479,1063.0
1696,107.0,13891,2007,2552,2552,932.0,NridgHt,Inside,Reg,9,5,2007,0,8,479069,13.755815728741956,2085543.108112171,2552.0
1697,110.0,14226,2006,1973,1973,895.0,NridgHt,Corner,Reg,8,5,2006,0,9,395000,13.542724036889634,2053235.9066998984,1935.0
1698,105.0,13693,2006,2069,2643,694.0,NridgHt,Inside,Reg,9,5,2006,574,9,380000,13.500007999205927,2046759.654054921,2153.0
1699,98.0,11428,2006,1634,1634,866.0,NridgHt,Inside,IR1,8,5,2006,0,7,250000,13.038826636673068,1976839.1468900468,1626.0
1700,110.0,14977,2006,1976,1976,908.0,NridgHt,Inside,IR1,8,5,2007,0,7,440000,13.6618311077309,2071293.9365266175,1976.0
1701,118.0,13654,2005,1722,2758,814.0,NridgHt,CulDSac,IR1,9,5,2006,1036,9,418000,13.605192175534015,2062706.8096689018,1704.0
1702,59.0,17169,2007,2290,2290,1174.0,NridgHt,CulDSac,IR2,10,5,2007,0,7,500067,13.803231708531609,2092731.9271407707,2320.0
1703,134.0,16659,2007,1582,2152,728.0,NridgHt,Corner,IR1,8,5,2008,570,7,260116,13.08245365324126,1983453.5146255197,1582.0
1704,76.0,9591,2004,1143,2473,852.0,NridgHt,Inside,Reg,8,5,2005,1330,9,317000,13.300170615870053,2016461.9613714921,1143.0
1705,82.0,9709,2007,958,2100,786.0,NridgHt,Inside,IR1,8,5,2007,1142,8,319500,13.308825036333369,2017774.0730853968,918.0
1706,86.0,10562,2007,1610,2161,789.0,NridgHt,Inside,Reg,8,5,2007,551,8,325624,13.329744172206313,2020945.6595988967,1582.0
1707,94.0,13615,2006,1802,1802,843.0,NridgHt,Corner,IR1,9,5,2006,0,7,372000,13.476536754922387,2043201.1379538286,1802.0
1708,99.0,13069,2004,1718,2956,916.0,NridgHt,Inside,IR1,8,5,2004,1238,11,342000,13.383821433419655,2029144.4070707336,1706.0
1709,99.0,12099,2004,1136,2468,872.0,NridgHt,Inside,IR1,8,5,2004,1332,10,354000,13.421840846921528,2034908.5963683254,1136.0
1710,110.0,14277,2003,1217,2385,818.0,NridgHt,Inside,Reg,8,5,2003,1168,7,350000,13.409311721598169,2033009.0339225866,1317.0
1711,93.0,11999,2003,1234,2374,656.0,NridgHt,Inside,Reg,8,5,2004,1140,10,285000,13.182986829521907,1998695.524046351,1181.0
1712,,12568,2007,895,1818,774.0,NridgHt,Inside,Reg,8,5,2007,923,8,281500,13.169385511630235,1996633.404623587,895.0
1713,70.0,9926,2005,1614,1614,878.0,NridgHt,Inside,IR1,7,5,2006,0,7,245700,13.019749003823783,1973946.7538475331,1614.0
1714,71.0,9254,2005,1721,1721,554.0,NridgHt,Inside,IR1,8,5,2005,0,7,232698,12.959980445184799,1964885.1388906767,1721.0
1715,92.0,10732,2006,1298,1828,876.0,NridgHt,Corner,IR1,8,5,2007,530,7,250000,13.038826636673068,1976839.1468900468,1298.0
1716,61.0,7577,2005,1362,1362,460.0,NridgHt,Corner,IR1,6,5,2006,0,6,194700,12.76417025122566,1935198.0153814282,1362.0
1717,34.0,3901,2005,1302,1302,631.0,NridgHt,Inside,Reg,6,5,2006,0,5,204000,12.815392170273952,1942963.8594696298,1302.0
1718,34.0,3903,2005,1302,1302,631.0,NridgHt,Inside,Reg,6,5,2006,0,5,200000,12.793651258901441,1939667.6821457162,1302.0
1719,41.0,6289,2005,1362,1362,460.0,NridgHt,Inside,IR1,6,5,2006,0,6,207000,12.83142200987784,1945394.1712860498,1362.0
1720,34.0,4590,2006,1554,1554,627.0,NridgHt,Inside,Reg,8,5,2006,0,6,209500,12.844605075362212,1947392.8787350939,1554.0
1721,34.0,4590,2006,1554,1554,627.0,NridgHt,Inside,Reg,8,5,2006,0,6,209500,12.844605075362212,1947392.8787350939,1554.0
1722,44.0,6442,2006,1370,1370,484.0,NridgHt,Inside,IR1,8,5,2006,0,6,202500,12.807289312278943,1941735.3710992767,1370.0
1723,48.0,7841,2005,1577,1577,564.0,NridgHt,Inside,IR1,9,5,2005,0,6,280000,13.163504927241059,1995741.8390133479,1577.0
1724,60.0,7313,2005,1561,1561,556.0,NridgHt,Inside,Reg,9,5,2005,0,6,277500,13.153634129629308,1994245.310247863,1561.0
1725,68.0,7820,2007,1869,1869,617.0,NridgHt,Inside,IR1,9,5,2007,0,6,318061,13.303851795490198,2017020.0714056713,1869.0
1726,48.0,6240,2006,1324,1324,550.0,NridgHt,Inside,Reg,8,5,2006,0,6,221370,12.905140831056244,1956570.8097696223,1324.0
1727,48.0,3242,2003,1405,1405,478.0,NridgHt,Inside,Reg,7,5,2003,0,6,200000,12.793651258901441,1939667.6821457162,1405.0
1728,59.0,15810,2007,768,1496,572.0,Gilbert,Inside,IR1,6,5,2007,728,7,181755,12.688676858221925,1923752.330982069,768.0
1729,65.0,10237,2005,768,1536,400.0,Gilbert,Inside,Reg,6,5,2006,768,6,176000,12.653384704452451,1918401.626268092,768.0
1730,65.0,10237,2005,783,1484,393.0,Gilbert,Inside,Reg,6,5,2007,701,8,178900,12.671309593031793,1921119.2497502277,783.0
1731,58.0,13204,2006,608,1458,454.0,Gilbert,Inside,IR1,7,5,2007,850,6,168165,12.603450351738537,1910830.9923475648,608.0
1732,62.0,8857,2006,738,1495,440.0,Gilbert,Inside,IR1,6,5,2006,757,7,171925,12.627695501810008,1914506.841648967,738.0
1733,63.0,9729,2006,698,1746,350.0,Gilbert,Inside,IR1,6,5,2007,1048,6,198444,12.78507725649662,1938367.7627533008,698.0
1734,88.0,12216,2005,1326,1326,388.0,Gilbert,Corner,IR1,6,5,2005,0,6,203000,12.809996863969,1942145.8677123757,1326.0
1735,65.0,9018,2007,728,1456,400.0,Gilbert,Inside,IR1,7,5,2007,728,8,179540,12.67522657725322,1921713.1105294516,728.0
1736,73.0,8993,2007,1302,1302,436.0,Gilbert,Inside,IR1,7,5,2007,0,6,176485,12.6564028043595,1918859.2056356017,1302.0
1737,73.0,8899,2007,1340,1340,396.0,Gilbert,Inside,IR1,7,5,2007,0,6,181134,12.684922402141448,1923183.1113765019,1340.0
1738,73.0,8499,2006,616,1412,432.0,Gilbert,Inside,IR1,6,5,2007,796,6,156932,12.527676831717391,1899342.837404685,616.0
1739,72.0,8229,2007,752,1504,440.0,Gilbert,Inside,IR1,6,5,2007,752,6,166000,12.589244803465082,1908677.264507436,752.0
1740,64.0,7713,2007,728,1456,400.0,Gilbert,Inside,Reg,7,5,2007,728,7,177594,12.66327317238795,1919900.834062042,728.0
1741,64.0,7697,2007,1258,1258,462.0,Gilbert,Inside,Reg,7,6,2007,0,6,173500,12.63769538302876,1916022.941004249,1246.0
1742,53.0,3922,2006,1258,1258,648.0,Blmngtn,Inside,Reg,7,5,2007,0,6,172500,12.631356748785452,1915061.9296602695,1258.0
1743,53.0,3922,2006,1402,1402,648.0,Blmngtn,Inside,Reg,7,5,2007,0,7,194201,12.761353682460573,1934770.9905002876,1258.0
1744,,3621,2003,1589,1589,630.0,Blmngtn,Inside,Reg,8,5,2003,0,7,226500,12.930312470014801,1960387.1256599394,1406.0
1745,53.0,3710,2007,1266,1266,388.0,Blmngtn,Inside,Reg,7,5,2007,0,6,185485,12.710963364791196,1927131.2269411285,1266.0
1746,182.0,14572,2004,1530,1530,630.0,Gilbert,Corner,IR3,7,5,2004,0,7,259000,13.077724124669395,1982736.4625864273,1530.0
1747,65.0,16219,2004,1119,1119,437.0,Gilbert,Inside,IR2,7,5,2005,0,5,188500,12.728655132808383,1929813.5066100452,835.0
1748,87.0,11084,2004,744,1374,400.0,Gilbert,Corner,IR1,7,5,2004,630,8,175000,12.647135679309187,1917454.2007153702,384.0
1749,59.0,11796,2004,847,1959,434.0,Gilbert,Inside,IR1,7,5,2005,1112,8,215000,12.873066617774727,1951707.982600628,847.0
1750,59.0,10936,2006,1525,1525,534.0,Gilbert,Inside,IR1,7,5,2006,0,6,206580,12.829191763705067,1945056.0397912145,1510.0
1751,62.0,8244,2004,840,1720,440.0,Gilbert,Inside,IR1,7,5,2004,880,7,183500,12.699159069659833,1925341.5572593897,840.0
1752,,11950,2003,754,1394,400.0,Gilbert,Corner,IR1,7,5,2003,640,7,165500,12.585937947583655,1908175.9063452606,384.0
1753,63.0,7875,2003,847,1948,434.0,Gilbert,Inside,Reg,7,5,2003,1101,8,211000,12.852440184697723,1948580.7732662668,847.0
1754,,8063,2000,948,1690,463.0,Gilbert,Inside,Reg,6,5,2000,742,7,181000,12.68411058649938,1923060.0305973804,924.0
1755,,8740,2002,864,1995,435.0,Gilbert,Inside,IR1,7,5,2002,1131,8,219500,12.895820986656547,1955157.8119772852,854.0
1756,62.0,7917,1999,953,1647,460.0,Gilbert,Inside,Reg,6,5,2000,694,7,175000,12.647135679309187,1917454.2007153702,953.0
1757,76.0,9967,2000,774,1430,400.0,Gilbert,Inside,IR1,7,5,2000,656,8,170000,12.6153492344072,1912635.0026100783,384.0
1758,,7750,2003,660,1320,400.0,Gilbert,Inside,Reg,7,5,2003,660,6,162000,12.56250854285386,1904623.7336115611,660.0
1759,58.0,9487,2000,940,1690,442.0,Gilbert,Inside,IR1,6,5,2000,750,7,187000,12.71988864113614,1928484.4035855571,915.0
1760,59.0,9649,1999,961,1644,460.0,Gilbert,Inside,IR1,6,5,2000,683,7,185000,12.708090805899856,1926695.7132997268,941.0
1761,160.0,15623,1996,2411,4476,813.0,NoRidge,Corner,IR1,10,5,1996,2065,10,745000,14.244608513310418,2159649.830916093,2396.0
1762,100.0,12191,1997,1779,2551,925.0,NoRidge,Inside,IR1,8,5,1998,772,8,384500,13.51299600525773,2048728.7882046944,1779.0
1763,,11000,2000,997,2285,648.0,NoRidge,FR2,Reg,8,5,2000,1288,8,248000,13.029994159781912,1975500.039731942,969.0
1764,,11400,2001,2633,2633,804.0,NoRidge,Inside,Reg,10,5,2002,0,8,466500,13.726436460993442,2081088.866314916,2633.0
1765,89.0,10557,1998,1671,3078,806.0,NoRidge,Inside,IR1,9,5,1998,1407,9,410000,13.583859741918829,2059472.562367051,1408.0
1766,74.0,11002,1998,1411,2582,758.0,NoRidge,Inside,IR1,8,5,1999,1171,9,322500,13.31912206916712,2019335.2241129945,1389.0
1767,83.0,10790,1998,1108,2385,600.0,NoRidge,Inside,Reg,7,5,1998,1277,8,252000,13.047589270375228,1978167.665000991,1066.0
1768,104.0,21535,1994,2444,4316,832.0,NoRidge,Corner,IR1,10,6,1995,1872,10,755000,14.25939466509026,2161891.585061978,2444.0
1769,92.0,9920,1996,1127,2013,455.0,NoRidge,CulDSac,IR1,7,5,1997,886,8,269790,13.122627244589777,1989544.3025669365,1117.0
1770,95.0,11787,1996,1383,2398,834.0,NoRidge,Inside,IR1,7,5,1997,1015,8,315750,13.295817973520235,2015802.0497069433,1379.0
1771,82.0,9950,1995,1214,2520,721.0,NoRidge,Inside,IR1,7,5,1995,1306,9,290000,13.202132466563109,2001598.2273224823,1203.0
1772,65.0,12257,1995,1328,2531,752.0,NoRidge,Inside,IR1,8,5,1995,1203,9,290000,13.202132466563109,2001598.2273224823,1318.0
1773,,12692,1992,3228,3228,546.0,NoRidge,Inside,IR1,8,5,1993,0,10,430000,13.636442942642118,2067444.792733716,3200.0
1774,88.0,11762,1992,1105,2202,517.0,NoRidge,Inside,Reg,8,5,1993,1097,9,263000,13.094583197878709,1985292.495949638,1105.0
1775,82.0,9044,1996,1335,2538,933.0,NoRidge,Inside,IR1,8,5,1997,1203,8,330000,13.344454464603853,2023175.9125721068,1325.0
1776,75.0,9910,2007,1369,1369,605.0,Somerst,Inside,Reg,7,6,2007,0,5,213133,12.863487047264206,1950255.6072816458,1369.0
1777,91.0,11830,2007,1542,1542,852.0,Somerst,Inside,Reg,8,5,2007,0,6,260261,13.083066674290368,1983546.4558112174,1542.0
1778,84.0,11670,2006,1905,1905,788.0,Somerst,Corner,IR1,9,5,2006,0,8,320000,13.310547854077193,2018035.2724750203,1905.0
1779,49.0,15256,2007,1464,1464,754.0,Somerst,CulDSac,IR1,8,5,2007,0,6,282922,13.174931663653796,1997474.2663621674,1485.0
