BldgType,GrLivArea,TotalBsmtSF,OverallQual,GarageCars,GarageArea,Neighborhood,YearBuilt,YearRemodAdd,YrSold,SaleType,SaleCondition,TotRmsAbvGrd,FullBath,@1stFlrSF,@2ndFlrSF,SalePrice,Foundation
Twnhs,1573,756,6,2,440,Somerst,2000,2000,2007,WD,Normal,4,2,769,804,177000,PConc
Twnhs,1525,756,6,2,440,Somerst,2000,2000,2007,WD,Normal,5,2,769,756,177000,PConc
Townhouse End Unit,1102,551,7,2,480,Somerst,2004,2004,2007,WD,Normal,4,2,551,551,148800,PConc
Twnhs,1441,776,8,2,492,Somerst,1999,2000,2007,WD,Normal,5,2,764,677,174000,PConc
Single Family Residential,1950,975,7,2,576,Somerst,1997,1998,2007,WD,Normal,7,2,975,975,239000,PConc
Single Family Residential,1358,1339,7,2,625,Somerst,1999,2000,2007,COD,Normal,5,2,1358,0,204000,PConc
Single Family Residential,2048,1054,8,2,552,Somerst,2003,2004,2007,WD,Normal,8,2,1072,976,301000,PConc
Single Family Residential,2362,1220,8,2,1105,Somerst,1998,1998,2007,WD,Normal,8,2,1220,1142,312500,PConc
Townhouse End Unit,1494,1494,8,2,478,Veenker,1994,1995,2007,WD,Normal,5,1,1494,0,279700,PConc
Single Family Residential,2362,2002,7,2,546,Veenker,1980,1980,2007,WD,Normal,8,2,2362,0,255000,CBlock
Single Family Residential,1432,1360,5,2,588,Veenker,1978,1978,2007,WD,Normal,5,1,1432,0,194000,PConc
Single Family Residential,1437,1437,5,2,528,Veenker,1976,2004,2007,WD,Normal,6,2,1437,0,218000,CBlock
Townhouse End Unit,1295,1057,8,2,571,Greens,1978,1998,2007,WD,Normal,4,1,1295,0,213750,CBlock
Single Family Residential,1855,528,6,2,512,Veenker,1976,1994,2007,WD,Normal,7,2,1094,761,187000,CBlock
Single Family Residential,1262,1262,6,2,460,Veenker,1976,1976,2007,WD,Normal,6,2,1262,0,181500,CBlock
Single Family Residential,2497,2461,8,2,676,Veenker,1981,1981,2007,WD,Normal,7,2,2497,0,373000,CBlock
Duplex,2620,1361,5,2,600,Sawyer,1977,1977,2007,WD,Normal,12,2,1361,1259,190000,CBlock
Single Family Residential,1929,1057,7,2,650,Somerst,2001,2001,2007,WD,Normal,7,2,1057,872,226000,PConc
Single Family Residential,1152,912,6,2,412,NWAmes,1968,1968,2007,CWD,Normal,7,1,1152,0,143450,CBlock
Single Family Residential,2411,1008,6,2,570,NWAmes,1970,1970,2007,WD,Normal,8,2,1403,1008,240050,CBlock
Single Family Residential,1082,973,6,2,480,NWAmes,1969,1969,2007,WD,Normal,6,1,1082,0,162500,PConc
Single Family Residential,1295,1295,6,2,528,NWAmes,1968,1968,2007,WD,Normal,6,1,1295,0,164000,PConc
Single Family Residential,1610,1124,7,2,515,NWAmes,1972,1987,2007,WD,Normal,8,2,1610,0,185000,CBlock
Single Family Residential,1594,1594,7,2,472,NWAmes,1993,1993,2007,WD,Normal,6,2,1594,0,188500,PConc
Single Family Residential,2075,1148,7,2,473,NWAmes,1993,1993,2007,WD,Normal,8,2,1091,984,255000,PConc
Duplex,1680,1680,5,2,528,NWAmes,1976,1976,2007,WD,Normal,8,2,1680,0,136905,CBlock
Single Family Residential,1093,1093,6,2,484,NWAmes,1966,1966,2007,WD,Normal,6,2,1093,0,158500,CBlock
Single Family Residential,1242,1242,7,2,528,NWAmes,1973,1973,2007,WD,Normal,6,1,1242,0,175500,CBlock
Single Family Residential,1052,1052,6,1,311,NWAmes,1963,1963,2007,COD,Normal,6,1,1052,0,127000,CBlock
Single Family Residential,1107,949,5,1,308,NAmes,1967,1993,2007,WD,Normal,5,1,1107,0,127000,CBlock
Single Family Residential,1214,1214,5,1,318,NAmes,1967,1967,2007,WD,Normal,5,2,1214,0,143000,CBlock
Single Family Residential,1073,1073,5,2,515,NAmes,1965,1965,2007,WD,Normal,6,1,1073,0,156000,CBlock
Single Family Residential,1344,1024,5,1,484,NAmes,1958,1983,2007,WD,Normal,6,1,1344,0,144000,CBlock
Duplex,1728,1728,5,1,352,NAmes,1964,1964,2007,WD,Normal,10,2,1728,0,119000,CBlock
Duplex,1224,0,4,3,530,NAmes,1964,1964,2007,WD,Normal,8,2,1224,0,103000,Slab
Single Family Residential,1422,978,5,1,286,NAmes,1960,1978,2007,WD,Normal,6,1,1422,0,139900,CBlock
Single Family Residential,958,958,6,1,301,NAmes,1960,1998,2007,WD,Normal,5,1,958,0,151500,CBlock
Single Family Residential,1065,1065,5,2,461,NAmes,1960,1960,2007,COD,Normal,6,1,1065,0,126500,CBlock
Single Family Residential,1138,588,6,1,264,NAmes,1958,1958,2007,WD,Normal,6,1,1138,0,145000,CBlock
Single Family Residential,912,912,5,1,297,NAmes,1958,1985,2007,WD,Normal,5,1,912,0,120000,CBlock
Single Family Residential,1074,894,5,2,396,NAmes,1956,1956,2007,WD,Normal,6,1,1074,0,124000,CBlock
Single Family Residential,882,0,5,1,294,NAmes,1959,1959,2007,WD,Normal,5,1,882,0,106500,Slab
Single Family Residential,1187,864,5,2,440,NAmes,1961,1961,2007,CWD,Normal,6,1,1187,0,140500,CBlock
Single Family Residential,964,964,5,2,784,NAmes,1961,1961,2007,WD,Normal,5,1,964,0,137500,CBlock
Single Family Residential,894,894,5,1,312,NAmes,1960,1960,2007,WD,Normal,5,1,894,0,117600,CBlock
Single Family Residential,1200,1174,7,2,440,NAmes,1966,1966,2007,CWD,Normal,6,2,1200,0,163500,CBlock
Single Family Residential,1042,1042,6,2,440,NAmes,1965,1965,2007,WD,Normal,5,2,1042,0,161000,CBlock
Single Family Residential,1302,1302,6,1,309,NAmes,1964,1991,2007,CWD,Normal,7,2,1302,0,158000,CBlock
Single Family Residential,2154,845,6,2,539,NAmes,1964,1997,2007,WD,Normal,8,2,845,1309,224500,CBlock
Single Family Residential,1374,1130,6,1,286,NAmes,1964,1964,2007,WD,Normal,7,1,1374,0,147000,CBlock
Single Family Residential,1652,1592,6,2,510,NAmes,1959,1991,2007,WD,Normal,6,1,1652,0,200000,CBlock
Single Family Residential,1429,1144,6,2,572,NAmes,1960,1987,2007,WD,Normal,7,1,1429,0,181900,CBlock
Single Family Residential,1327,1063,5,2,624,NAmes,1959,2002,2007,WD,Normal,7,1,1327,0,150750,CBlock
Duplex,1224,0,4,2,462,NAmes,1962,1962,2007,WD,Normal,6,2,1224,0,101800,Slab
Single Family Residential,932,932,6,1,306,NAmes,1950,1950,2007,WD,Normal,4,1,932,0,124000,CBlock
Single Family Residential,908,822,5,2,512,NAmes,1940,1996,2007,WD,Normal,4,1,908,0,138500,PConc
Single Family Residential,334,0,1,0,0,BrkSide,1946,1950,2007,WD,Normal,2,1,334,0,39300,Slab
Single Family Residential,666,666,3,0,0,BrkSide,1946,1950,2007,WD,Normal,4,1,666,0,64500,CBlock
Single Family Residential,670,370,3,0,0,BrkSide,1945,1950,2007,WD,Normal,4,1,442,228,64000,CBlock
Single Family Residential,808,808,5,1,308,BrkSide,1958,2000,2007,COD,Normal,5,1,808,0,112000,CBlock
Single Family Residential,1977,816,6,2,540,NAmes,1964,1978,2007,WD,Normal,9,1,1127,850,165000,CBlock
Single Family Residential,1150,1078,5,1,288,NAmes,1955,1955,2007,WD,Normal,6,1,1150,0,144000,CBlock
Duplex,1920,928,5,2,400,NAmes,1948,1950,2007,WD,Normal,10,2,928,992,137000,CBlock
Single Family Residential,1376,768,5,1,240,NAmes,1941,1950,2007,WD,Normal,6,1,968,408,105000,CBlock
Single Family Residential,1644,728,5,1,312,NAmes,1942,1995,2007,WD,Normal,7,1,888,756,146500,CBlock
Duplex,1560,1560,5,3,792,NAmes,1968,1968,2007,WD,Normal,8,2,1560,0,126000,CBlock
Single Family Residential,1280,793,5,2,432,NAmes,1966,1966,2007,WD,Normal,6,2,1280,0,175000,CBlock
Single Family Residential,1254,1218,6,2,525,NAmes,1961,1961,2007,WD,Normal,6,1,1254,0,158500,CBlock
Single Family Residential,912,912,5,1,275,NAmes,1958,1958,2007,COD,Normal,5,1,912,0,114500,CBlock
Single Family Residential,1524,874,5,1,315,NAmes,1958,1958,2007,WD,Normal,7,1,874,650,144000,CBlock
Single Family Residential,2380,1021,6,2,596,NAmes,1965,1979,2007,WD,Abnorml,7,2,1465,915,129000,CBlock
Single Family Residential,936,936,6,1,315,NAmes,1957,1999,2007,WD,Normal,4,1,936,0,141000,CBlock
Single Family Residential,1008,1008,5,1,308,NAmes,1956,1956,2007,WD,Normal,6,1,1008,0,131000,CBlock
Single Family Residential,1053,1053,5,2,692,NAmes,1963,1963,2007,WD,Normal,6,1,1053,0,142100,CBlock
Single Family Residential,1056,1056,5,1,308,NAmes,1958,1992,2007,WD,Normal,6,1,1056,0,139000,CBlock
Single Family Residential,1442,1442,6,1,301,NAmes,1958,1958,2007,COD,Normal,7,1,1442,0,157900,CBlock
Single Family Residential,1056,1056,5,1,260,NAmes,1954,2005,2007,WD,Normal,6,1,1056,0,139400,CBlock
Single Family Residential,1244,1244,6,1,336,NAmes,1957,1957,2007,WD,Normal,6,1,1244,0,150000,CBlock
Single Family Residential,1144,1144,5,1,336,NAmes,1960,1960,2007,WD,Normal,6,1,1144,0,120000,CBlock
Single Family Residential,1721,1331,6,2,464,NAmes,1957,1969,2007,WD,Normal,8,1,1721,0,174850,CBlock
Single Family Residential,922,922,5,1,308,NAmes,1957,1957,2007,WD,Normal,5,1,922,0,116000,CBlock
Single Family Residential,1048,1048,5,1,286,NAmes,1956,1956,2007,WD,Normal,6,1,1048,0,135000,CBlock
Single Family Residential,1657,1657,6,2,484,NAmes,1970,1970,2007,WD,Normal,7,2,1657,0,163500,CBlock
Single Family Residential,1411,1204,5,1,310,NAmes,1955,1975,2007,COD,Normal,7,1,1411,0,130000,CBlock
Single Family Residential,1216,1216,5,1,336,NAmes,1955,1955,2007,WD,Normal,5,1,1216,0,129500,CBlock
Single Family Residential,1154,864,5,1,336,NAmes,1953,2006,2007,WD,Normal,6,1,1154,0,142000,CBlock
Duplex,1560,1560,5,2,484,NAmes,1958,1958,2007,WD,Normal,8,2,1560,0,128600,CBlock
Single Family Residential,948,948,6,2,410,NAmes,1952,1952,2007,WD,Normal,5,1,948,0,125000,CBlock
Single Family Residential,1040,1040,6,1,293,NAmes,1953,1953,2007,WD,Normal,6,1,1040,0,136000,CBlock
Single Family Residential,1008,1008,5,1,240,NAmes,1953,2006,2007,WD,Normal,6,1,1008,0,134500,CBlock
Single Family Residential,925,925,5,1,252,NAmes,1956,2003,2007,WD,Normal,5,1,925,0,127000,CBlock
Single Family Residential,1360,384,5,2,572,NAmes,1955,1955,2007,WD,Normal,6,1,1360,0,130000,CBlock
Single Family Residential,1540,1190,4,1,352,NAmes,1955,1955,2007,WD,Normal,7,1,1040,500,115000,PConc
Single Family Residential,925,923,5,1,390,NAmes,1955,1955,2007,WD,Normal,5,1,925,0,116900,CBlock
Single Family Residential,928,928,5,1,252,NAmes,1956,2000,2007,WD,Normal,4,1,928,0,132000,CBlock
Single Family Residential,1647,1105,4,1,280,NAmes,1953,1953,2007,WD,Normal,6,1,1647,0,153000,CBlock
Single Family Residential,924,924,5,1,420,OldTown,1952,1952,2007,WD,Normal,6,1,924,0,112500,CBlock
Single Family Residential,1544,925,4,0,0,OldTown,1890,2006,2007,WD,Normal,7,2,1000,544,138000,CBlock
Single Family Residential,893,845,5,2,576,NAmes,1949,2003,2007,WD,Normal,4,1,893,0,135000,CBlock
Single Family Residential,1728,1216,5,1,371,NAmes,1953,2004,2007,WD,Normal,7,1,1216,0,156000,CBlock
Single Family Residential,3086,666,5,3,1200,NAmes,1935,2007,2007,WD,Family,9,3,1308,1778,301600,BrkTil
Single Family Residential,1034,735,5,1,240,OldTown,1940,1950,2007,WD,Normal,5,1,735,299,109000,CBlock
Single Family Residential,882,882,4,0,0,OldTown,1956,1956,2007,WD,Normal,4,1,882,0,103200,CBlock
Single Family Residential,1281,1151,4,2,580,OldTown,1925,1993,2007,WD,Abnorml,6,2,845,436,128500,CBlock
Single Family Residential,968,656,4,1,216,OldTown,1927,2007,2007,WD,Normal,5,2,968,0,64500,BrkTil
Single Family Residential,1534,736,5,0,0,OldTown,1895,1999,2007,WD,Normal,6,1,751,783,148000,CBlock
Single Family Residential,691,691,5,1,216,OldTown,1920,1950,2007,WD,Abnorml,4,1,691,0,86000,BrkTil
Single Family Residential,1651,725,7,1,276,NAmes,1963,1999,2007,WD,Normal,6,2,1035,616,172000,CBlock
Single Family Residential,888,920,5,1,240,NAmes,1961,1961,2007,COD,Abnorml,5,1,888,0,120000,CBlock
Single Family Residential,952,952,6,1,288,NAmes,1968,1968,2007,WD,Normal,5,1,952,0,128500,CBlock
Single Family Residential,2080,1040,5,2,504,NAmes,1969,1969,2007,WD,Family,9,1,1040,1040,135000,PConc
Single Family Residential,924,672,5,2,576,NAmes,1949,2006,2007,WD,Normal,6,1,672,252,122900,CBlock
Single Family Residential,1082,1082,6,1,240,NAmes,1948,1950,2007,WD,Normal,5,1,1082,0,119200,CBlock
Single Family Residential,1846,1040,6,1,315,NAmes,1949,1950,2007,WD,Normal,7,2,1168,678,143000,CBlock
Single Family Residential,988,876,5,1,276,NAmes,1950,1950,2007,WD,Normal,6,1,988,0,119000,CBlock
Single Family Residential,1238,864,5,1,357,NAmes,1950,1950,2007,WD,Normal,6,1,1238,0,102000,CBlock
Single Family Residential,864,864,5,2,720,NAmes,1950,2002,2007,WD,Normal,5,1,864,0,129000,CBlock
Single Family Residential,1134,1010,5,1,254,NAmes,1960,2002,2007,WD,Family,6,1,1134,0,135000,CBlock
Single Family Residential,1040,1040,5,1,286,NAmes,1959,2003,2007,WD,Normal,6,1,1040,0,152000,CBlock
Single Family Residential,1170,1170,5,1,338,NAmes,1958,1958,2007,WD,Normal,6,1,1170,0,140000,CBlock
Single Family Residential,1242,1242,5,1,324,NAmes,1960,1960,2007,WD,Family,6,1,1242,0,152000,CBlock
Single Family Residential,1377,1377,5,1,351,NAmes,1960,1960,2007,WD,Normal,6,1,1377,0,156500,CBlock
Duplex,1800,1800,5,0,0,NAmes,1961,1961,2007,WD,Normal,10,2,1800,0,141000,CBlock
Single Family Residential,925,0,5,1,300,NAmes,1961,1961,2007,WD,Normal,7,1,925,0,99000,Slab
Single Family Residential,1851,822,6,2,440,NAmes,1964,1993,2007,WD,Normal,7,2,1020,831,187000,CBlock
Single Family Residential,1812,864,5,1,264,NAmes,1962,1962,2007,WD,Normal,8,2,876,936,169500,CBlock
Single Family Residential,864,864,5,1,294,NAmes,1962,1962,2007,WD,Normal,5,1,864,0,125500,CBlock
Single Family Residential,936,896,5,1,288,NAmes,1962,1962,2007,WD,Normal,6,1,936,0,130000,CBlock
Single Family Residential,960,850,5,2,576,OldTown,1926,1980,2007,WD,Normal,5,1,960,0,103000,BrkTil
Single Family Residential,1432,264,5,2,360,OldTown,1910,2002,2007,WD,Abnorml,7,2,768,664,132000,BrkTil
Single Family Residential,1296,845,6,2,576,OldTown,1927,1950,2007,WD,Normal,6,1,866,430,127500,BrkTil
Single Family Residential,1022,1022,5,1,184,OldTown,1922,1950,2007,WD,Normal,4,1,1022,0,89500,PConc
Duplex,936,936,5,2,672,OldTown,1980,1980,2007,WD,Normal,4,1,936,0,140000,CBlock
Single Family Residential,967,967,5,1,180,OldTown,1920,1990,2007,WD,Normal,5,1,967,0,99900,BrkTil
Single Family Residential,1047,641,4,1,273,OldTown,1885,1995,2007,WD,Normal,6,1,1047,0,100000,BrkTil
Single Family Residential,1072,808,5,2,379,OldTown,1940,1950,2007,WD,Normal,5,1,1072,0,130000,CBlock
Single Family Residential,1174,680,5,2,576,OldTown,1900,2006,2007,WD,Normal,6,1,680,494,135000,BrkTil
Single Family Residential,1183,649,3,1,308,OldTown,1948,2002,2007,WD,Normal,6,1,679,504,120000,CBlock
Single Family Residential,1131,907,4,2,672,OldTown,1937,2000,2007,WD,Alloca,7,1,1131,0,89471,BrkTil
Single Family Residential,1141,570,4,1,252,OldTown,1900,1950,2007,ConLw,Normal,6,1,761,380,85000,BrkTil
Single Family Residential,960,960,4,1,308,OldTown,1920,1950,2007,WD,Normal,5,1,960,0,108500,PConc
Single Family Residential,1798,1075,4,2,342,OldTown,1900,1950,2007,WD,Normal,7,2,1156,642,137000,PConc
Single Family Residential,866,686,5,0,0,OldTown,1945,1997,2007,WD,Normal,4,1,866,0,110500,CBlock
Single Family Residential,968,968,5,2,480,OldTown,1923,2006,2007,WD,Normal,5,1,968,0,100000,CBlock
Single Family Residential,1772,725,8,2,816,OldTown,1910,1999,2007,WD,Normal,7,2,909,863,184900,BrkTil
Single Family Residential,1642,728,6,1,374,OldTown,1927,1950,2007,WD,Abnorml,9,1,914,728,145000,BrkTil
Single Family Residential,1472,702,5,1,250,OldTown,1925,1994,2007,WD,Normal,6,1,842,630,125000,PConc
Single Family Residential,1232,616,5,2,480,OldTown,1910,1950,2007,WD,Normal,6,1,616,616,114000,BrkTil
Two Family Conversion,2337,662,5,2,560,OldTown,1900,1950,2007,WD,Normal,10,2,1422,915,90000,BrkTil
Single Family Residential,1650,926,6,2,468,OldTown,1910,1990,2007,WD,Normal,6,2,991,659,144100,CBlock
Single Family Residential,2210,1008,6,1,205,OldTown,1880,1950,2007,WD,Normal,8,2,1178,1032,117500,BrkTil
Single Family Residential,1358,687,5,1,336,OldTown,1930,2005,2007,WD,Partial,6,1,687,671,124500,BrkTil
Single Family Residential,2454,819,7,2,576,OldTown,1879,1987,2007,WD,Normal,8,2,1312,1142,185000,PConc
Two Family Conversion,2291,1214,6,2,506,OldTown,1910,1998,2007,WD,Normal,9,2,1260,1031,133900,BrkTil
Single Family Residential,1616,1149,6,1,216,OldTown,1926,2004,2007,WD,Normal,5,2,1149,467,152000,BrkTil
Single Family Residential,1559,1559,5,2,812,OldTown,1948,1973,2007,COD,Normal,5,1,1559,0,153500,BrkTil
Single Family Residential,2554,718,7,2,704,OldTown,1890,1998,2007,WD,Normal,8,1,1576,978,159500,BrkTil
Single Family Residential,1248,912,5,1,160,OldTown,1930,1950,2007,WD,Normal,6,1,912,336,87000,CBlock
Single Family Residential,968,0,4,1,331,OldTown,1956,1956,2007,WD,Normal,5,1,968,0,104500,CBlock
Single Family Residential,1382,0,4,1,384,OldTown,1949,2002,2007,WD,Normal,6,2,1382,0,110000,Slab
Single Family Residential,1060,756,5,1,308,BrkSide,1925,1994,2007,WD,Normal,6,1,916,144,136500,PConc
Single Family Residential,1435,910,5,1,308,BrkSide,1950,1950,2007,WD,Normal,6,1,910,525,128250,CBlock
Single Family Residential,1167,915,5,2,495,BrkSide,1920,1950,2007,WD,Normal,6,1,1167,0,144000,BrkTil
Single Family Residential,1635,1065,6,2,440,BrkSide,1923,1950,2007,WD,Normal,6,1,915,720,210000,BrkTil
Single Family Residential,1274,728,5,1,224,BrkSide,1939,1998,2007,CWD,Normal,6,2,728,546,135000,CBlock
Single Family Residential,1232,600,6,1,217,BrkSide,1939,1950,2007,WD,Normal,6,1,608,624,128000,CBlock
Single Family Residential,1218,735,6,2,440,BrkSide,1941,1950,2007,WD,Normal,6,1,869,349,131000,BrkTil
Single Family Residential,884,884,5,1,240,BrkSide,1939,1950,2007,WD,Normal,5,1,884,0,113000,BrkTil
Single Family Residential,1409,861,6,2,528,BrkSide,1938,1950,2007,WD,Normal,6,1,861,548,126000,BrkTil
Single Family Residential,1322,672,5,1,280,BrkSide,1939,1952,2007,WD,Normal,7,1,899,423,132000,BrkTil
Single Family Residential,1426,966,5,1,230,BrkSide,1930,1992,2007,WD,Normal,6,1,1014,412,131750,BrkTil
Single Family Residential,1281,756,5,2,379,BrkSide,1926,1950,2007,WD,Normal,6,1,903,378,132500,BrkTil
Single Family Residential,1513,939,5,1,180,BrkSide,1920,2004,2007,WD,Normal,8,1,939,574,137500,BrkTil
Single Family Residential,854,832,7,2,576,BrkSide,1929,2001,2007,WD,Normal,5,1,854,0,132000,BrkTil
Single Family Residential,1367,884,6,1,560,BrkSide,1931,1950,2007,WD,Normal,6,1,959,408,127500,BrkTil
Single Family Residential,986,960,6,1,180,BrkSide,1926,1950,2007,WD,Normal,5,1,986,0,102000,BrkTil
Single Family Residential,2264,1100,6,1,408,OldTown,1918,1995,2007,WD,Normal,8,2,1100,1164,200000,CBlock
Single Family Residential,1824,764,6,2,520,BrkSide,1919,1950,2007,WD,Normal,8,1,1060,764,180500,PConc
Single Family Residential,1376,768,6,2,576,BrkSide,1920,1950,2007,WD,Normal,7,1,752,624,165000,PConc
Single Family Residential,1316,750,5,2,576,BrkSide,1926,1950,2007,ConLw,Family,7,1,960,356,90000,PConc
Single Family Residential,1396,698,6,1,384,BrkSide,1915,2003,2007,WD,Normal,7,1,698,698,153575,BrkTil
Single Family Residential,1344,672,7,2,456,OldTown,1929,1990,2007,WD,Normal,6,1,672,672,140000,BrkTil
Single Family Residential,2526,714,6,1,216,OldTown,1916,1950,2007,CWD,Family,10,2,1664,862,136000,BrkTil
Single Family Residential,1173,592,5,1,240,OldTown,1901,1950,2007,WD,AdjLand,7,2,933,240,113000,CBlock
Single Family Residential,1214,969,5,1,216,OldTown,1901,1950,2007,WD,AdjLand,6,1,969,245,117000,CBlock
Single Family Residential,1818,1040,7,1,240,IDOTRR,1931,1950,2007,WD,Normal,7,1,1226,592,169500,PConc
Single Family Residential,1108,637,7,1,280,IDOTRR,1930,1950,2007,WD,Normal,6,1,1108,0,139400,PConc
Single Family Residential,2294,741,6,2,658,IDOTRR,1963,1963,2007,WD,Normal,9,3,1497,797,202500,CBlock
Single Family Residential,1355,684,6,0,0,IDOTRR,1914,2006,2007,WD,Normal,7,1,773,582,127000,PConc
Single Family Residential,1375,780,6,1,544,IDOTRR,1937,1950,2007,WD,Normal,6,1,780,595,141000,PConc
Single Family Residential,1952,976,7,1,299,IDOTRR,1950,2005,2007,WD,Normal,8,1,976,976,212300,CBlock
Single Family Residential,2180,1138,6,2,720,IDOTRR,1915,1950,2007,WD,Normal,7,1,1138,1042,161000,CBlock
Two Family Conversion,1315,808,4,2,436,IDOTRR,1958,1958,2007,COD,Abnorml,5,2,838,477,99500,BrkTil
Single Family Residential,1111,530,5,1,288,IDOTRR,1920,1996,2007,WD,Normal,6,1,581,530,101000,BrkTil
Single Family Residential,1196,1196,4,2,440,IDOTRR,1916,1990,2007,WD,Normal,5,1,1196,0,109900,CBlock
Single Family Residential,1382,720,5,2,660,OldTown,1941,1950,2007,WD,Normal,7,1,854,0,128500,CBlock
Two Family Conversion,1889,925,7,1,308,OldTown,1910,1950,2007,WD,Normal,9,1,964,925,122000,CBlock
Single Family Residential,840,672,5,0,0,OldTown,1930,1950,2007,WD,Normal,5,1,840,0,87000,BrkTil
Single Family Residential,1484,771,4,1,264,IDOTRR,1910,1950,2007,COD,Abnorml,6,2,866,504,50000,CBlock
Single Family Residential,2267,1005,7,2,498,Sawyer,1937,1980,2007,WD,Normal,7,1,1262,1005,219000,CBlock
Single Family Residential,3086,1598,5,0,0,ClearCr,1946,1994,2007,WD,Normal,12,3,1636,971,200500,CBlock
Single Family Residential,1134,756,5,1,240,Edwards,1940,1950,2007,WD,AdjLand,7,1,756,378,126000,BrkTil
Two Family Conversion,1282,672,5,1,240,SWISU,1942,1979,2007,WD,Normal,4,1,778,504,108500,CBlock
Two Family Conversion,999,925,5,1,308,Sawyer,1963,1963,2007,WD,Normal,6,1,999,0,130000,CBlock
Single Family Residential,1452,1420,5,2,572,Sawyer,1964,1980,2007,WD,Normal,6,1,1452,0,158450,CBlock
Single Family Residential,1005,1005,4,2,440,Sawyer,1964,1964,2007,WD,Normal,5,1,1005,0,115400,CBlock
Single Family Residential,1029,1029,4,1,261,Sawyer,1961,1961,2007,WD,Normal,5,1,1029,0,118500,CBlock
